Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.5; BetsNumber: 226; BetsWin:125; BetsDraw: 139; CorrectResults: 96; CorrectDraws: 54; CorrectWins: 42; SUM: 47.18
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.7; BetsNumber: 212; BetsWin:65; BetsDraw: 169; CorrectResults: 84; CorrectDraws: 61; CorrectWins: 23; SUM: 45.17
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.75; BetsNumber: 176; BetsWin:55; BetsDraw: 139; CorrectResults: 73; CorrectDraws: 54; CorrectWins: 19; SUM: 43.52
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.75; BetsNumber: 184; BetsWin:55; BetsDraw: 147; CorrectResults: 76; CorrectDraws: 57; CorrectWins: 19; SUM: 45.18
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.75; BetsNumber: 193; BetsWin:55; BetsDraw: 156; CorrectResults: 77; CorrectDraws: 58; CorrectWins: 19; SUM: 40.64
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.75; BetsNumber: 201; BetsWin:55; BetsDraw: 164; CorrectResults: 79; CorrectDraws: 60; CorrectWins: 19; SUM: 43.96
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.75; BetsNumber: 206; BetsWin:55; BetsDraw: 169; CorrectResults: 80; CorrectDraws: 61; CorrectWins: 19; SUM: 42.27
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.8; BetsNumber: 173; BetsWin:52; BetsDraw: 139; CorrectResults: 73; CorrectDraws: 54; CorrectWins: 19; SUM: 46.52
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.8; BetsNumber: 181; BetsWin:52; BetsDraw: 147; CorrectResults: 76; CorrectDraws: 57; CorrectWins: 19; SUM: 48.18
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.8; BetsNumber: 190; BetsWin:52; BetsDraw: 156; CorrectResults: 77; CorrectDraws: 58; CorrectWins: 19; SUM: 43.64
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.8; BetsNumber: 198; BetsWin:52; BetsDraw: 164; CorrectResults: 79; CorrectDraws: 60; CorrectWins: 19; SUM: 46.96
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.8; BetsNumber: 203; BetsWin:52; BetsDraw: 169; CorrectResults: 80; CorrectDraws: 61; CorrectWins: 19; SUM: 45.27
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.85; BetsNumber: 168; BetsWin:44; BetsDraw: 139; CorrectResults: 70; CorrectDraws: 54; CorrectWins: 16; SUM: 45.18
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.85; BetsNumber: 176; BetsWin:44; BetsDraw: 147; CorrectResults: 73; CorrectDraws: 57; CorrectWins: 16; SUM: 46.84
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.85; BetsNumber: 185; BetsWin:44; BetsDraw: 156; CorrectResults: 74; CorrectDraws: 58; CorrectWins: 16; SUM: 42.3
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.85; BetsNumber: 193; BetsWin:44; BetsDraw: 164; CorrectResults: 76; CorrectDraws: 60; CorrectWins: 16; SUM: 45.62
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.85; BetsNumber: 198; BetsWin:44; BetsDraw: 169; CorrectResults: 77; CorrectDraws: 61; CorrectWins: 16; SUM: 43.93
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.9; BetsNumber: 164; BetsWin:37; BetsDraw: 139; CorrectResults: 67; CorrectDraws: 54; CorrectWins: 13; SUM: 43.01
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.9; BetsNumber: 172; BetsWin:37; BetsDraw: 147; CorrectResults: 70; CorrectDraws: 57; CorrectWins: 13; SUM: 44.67
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.9; BetsNumber: 181; BetsWin:37; BetsDraw: 156; CorrectResults: 71; CorrectDraws: 58; CorrectWins: 13; SUM: 40.13
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.9; BetsNumber: 189; BetsWin:37; BetsDraw: 164; CorrectResults: 73; CorrectDraws: 60; CorrectWins: 13; SUM: 43.45
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.9; BetsNumber: 194; BetsWin:37; BetsDraw: 169; CorrectResults: 74; CorrectDraws: 61; CorrectWins: 13; SUM: 41.76
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.95; BetsNumber: 158; BetsWin:29; BetsDraw: 139; CorrectResults: 64; CorrectDraws: 54; CorrectWins: 10; SUM: 42.77
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.95; BetsNumber: 166; BetsWin:29; BetsDraw: 147; CorrectResults: 67; CorrectDraws: 57; CorrectWins: 10; SUM: 44.43
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.95; BetsNumber: 175; BetsWin:29; BetsDraw: 156; CorrectResults: 68; CorrectDraws: 58; CorrectWins: 10; SUM: 39.89
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.95; BetsNumber: 183; BetsWin:29; BetsDraw: 164; CorrectResults: 70; CorrectDraws: 60; CorrectWins: 10; SUM: 43.21
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.95; BetsNumber: 188; BetsWin:29; BetsDraw: 169; CorrectResults: 71; CorrectDraws: 61; CorrectWins: 10; SUM: 41.52
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1; BetsNumber: 153; BetsWin:21; BetsDraw: 139; CorrectResults: 61; CorrectDraws: 54; CorrectWins: 7; SUM: 39.31
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1; BetsNumber: 161; BetsWin:21; BetsDraw: 147; CorrectResults: 64; CorrectDraws: 57; CorrectWins: 7; SUM: 40.97
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1; BetsNumber: 170; BetsWin:21; BetsDraw: 156; CorrectResults: 65; CorrectDraws: 58; CorrectWins: 7; SUM: 36.43
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1; BetsNumber: 178; BetsWin:21; BetsDraw: 164; CorrectResults: 67; CorrectDraws: 60; CorrectWins: 7; SUM: 39.75
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1; BetsNumber: 183; BetsWin:21; BetsDraw: 169; CorrectResults: 68; CorrectDraws: 61; CorrectWins: 7; SUM: 38.06
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.05; BetsNumber: 151; BetsWin:18; BetsDraw: 139; CorrectResults: 60; CorrectDraws: 54; CorrectWins: 6; SUM: 39.45
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.05; BetsNumber: 159; BetsWin:18; BetsDraw: 147; CorrectResults: 63; CorrectDraws: 57; CorrectWins: 6; SUM: 41.11
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.05; BetsNumber: 168; BetsWin:18; BetsDraw: 156; CorrectResults: 64; CorrectDraws: 58; CorrectWins: 6; SUM: 36.57
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.05; BetsNumber: 176; BetsWin:18; BetsDraw: 164; CorrectResults: 66; CorrectDraws: 60; CorrectWins: 6; SUM: 39.89
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.05; BetsNumber: 181; BetsWin:18; BetsDraw: 169; CorrectResults: 67; CorrectDraws: 61; CorrectWins: 6; SUM: 38.2
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.1; BetsNumber: 150; BetsWin:16; BetsDraw: 139; CorrectResults: 59; CorrectDraws: 54; CorrectWins: 5; SUM: 38.49
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.1; BetsNumber: 158; BetsWin:16; BetsDraw: 147; CorrectResults: 62; CorrectDraws: 57; CorrectWins: 5; SUM: 40.15
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.1; BetsNumber: 167; BetsWin:16; BetsDraw: 156; CorrectResults: 63; CorrectDraws: 58; CorrectWins: 5; SUM: 35.61
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.1; BetsNumber: 175; BetsWin:16; BetsDraw: 164; CorrectResults: 65; CorrectDraws: 60; CorrectWins: 5; SUM: 38.93
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.1; BetsNumber: 180; BetsWin:16; BetsDraw: 169; CorrectResults: 66; CorrectDraws: 61; CorrectWins: 5; SUM: 37.24
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.15; BetsNumber: 149; BetsWin:14; BetsDraw: 139; CorrectResults: 58; CorrectDraws: 54; CorrectWins: 4; SUM: 37.57
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.15; BetsNumber: 157; BetsWin:14; BetsDraw: 147; CorrectResults: 61; CorrectDraws: 57; CorrectWins: 4; SUM: 39.23
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.15; BetsNumber: 166; BetsWin:14; BetsDraw: 156; CorrectResults: 62; CorrectDraws: 58; CorrectWins: 4; SUM: 34.69
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.15; BetsNumber: 174; BetsWin:14; BetsDraw: 164; CorrectResults: 64; CorrectDraws: 60; CorrectWins: 4; SUM: 38.01
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.15; BetsNumber: 179; BetsWin:14; BetsDraw: 169; CorrectResults: 65; CorrectDraws: 61; CorrectWins: 4; SUM: 36.32
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.2; BetsNumber: 148; BetsWin:13; BetsDraw: 139; CorrectResults: 58; CorrectDraws: 54; CorrectWins: 4; SUM: 38.57
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.2; BetsNumber: 156; BetsWin:13; BetsDraw: 147; CorrectResults: 61; CorrectDraws: 57; CorrectWins: 4; SUM: 40.23
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.2; BetsNumber: 165; BetsWin:13; BetsDraw: 156; CorrectResults: 62; CorrectDraws: 58; CorrectWins: 4; SUM: 35.69
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.2; BetsNumber: 173; BetsWin:13; BetsDraw: 164; CorrectResults: 64; CorrectDraws: 60; CorrectWins: 4; SUM: 39.01
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.2; BetsNumber: 178; BetsWin:13; BetsDraw: 169; CorrectResults: 65; CorrectDraws: 61; CorrectWins: 4; SUM: 37.32
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.25; BetsNumber: 148; BetsWin:13; BetsDraw: 139; CorrectResults: 58; CorrectDraws: 54; CorrectWins: 4; SUM: 38.57
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.25; BetsNumber: 156; BetsWin:13; BetsDraw: 147; CorrectResults: 61; CorrectDraws: 57; CorrectWins: 4; SUM: 40.23
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.25; BetsNumber: 165; BetsWin:13; BetsDraw: 156; CorrectResults: 62; CorrectDraws: 58; CorrectWins: 4; SUM: 35.69
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.25; BetsNumber: 173; BetsWin:13; BetsDraw: 164; CorrectResults: 64; CorrectDraws: 60; CorrectWins: 4; SUM: 39.01
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.25; BetsNumber: 178; BetsWin:13; BetsDraw: 169; CorrectResults: 65; CorrectDraws: 61; CorrectWins: 4; SUM: 37.32
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.3; BetsNumber: 148; BetsWin:13; BetsDraw: 139; CorrectResults: 58; CorrectDraws: 54; CorrectWins: 4; SUM: 38.57
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.3; BetsNumber: 156; BetsWin:13; BetsDraw: 147; CorrectResults: 61; CorrectDraws: 57; CorrectWins: 4; SUM: 40.23
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.3; BetsNumber: 165; BetsWin:13; BetsDraw: 156; CorrectResults: 62; CorrectDraws: 58; CorrectWins: 4; SUM: 35.69
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.3; BetsNumber: 173; BetsWin:13; BetsDraw: 164; CorrectResults: 64; CorrectDraws: 60; CorrectWins: 4; SUM: 39.01
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.3; BetsNumber: 178; BetsWin:13; BetsDraw: 169; CorrectResults: 65; CorrectDraws: 61; CorrectWins: 4; SUM: 37.32
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.35; BetsNumber: 146; BetsWin:10; BetsDraw: 139; CorrectResults: 57; CorrectDraws: 54; CorrectWins: 3; SUM: 38.9
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.35; BetsNumber: 154; BetsWin:10; BetsDraw: 147; CorrectResults: 60; CorrectDraws: 57; CorrectWins: 3; SUM: 40.56
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.35; BetsNumber: 163; BetsWin:10; BetsDraw: 156; CorrectResults: 61; CorrectDraws: 58; CorrectWins: 3; SUM: 36.02
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.35; BetsNumber: 171; BetsWin:10; BetsDraw: 164; CorrectResults: 63; CorrectDraws: 60; CorrectWins: 3; SUM: 39.34
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.35; BetsNumber: 176; BetsWin:10; BetsDraw: 169; CorrectResults: 64; CorrectDraws: 61; CorrectWins: 3; SUM: 37.65
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.4; BetsNumber: 144; BetsWin:7; BetsDraw: 139; CorrectResults: 56; CorrectDraws: 54; CorrectWins: 2; SUM: 39.06
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.4; BetsNumber: 152; BetsWin:7; BetsDraw: 147; CorrectResults: 59; CorrectDraws: 57; CorrectWins: 2; SUM: 40.72
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.4; BetsNumber: 161; BetsWin:7; BetsDraw: 156; CorrectResults: 60; CorrectDraws: 58; CorrectWins: 2; SUM: 36.18
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.4; BetsNumber: 169; BetsWin:7; BetsDraw: 164; CorrectResults: 62; CorrectDraws: 60; CorrectWins: 2; SUM: 39.5
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.4; BetsNumber: 174; BetsWin:7; BetsDraw: 169; CorrectResults: 63; CorrectDraws: 61; CorrectWins: 2; SUM: 37.81
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.45; BetsNumber: 142; BetsWin:4; BetsDraw: 139; CorrectResults: 55; CorrectDraws: 54; CorrectWins: 1; SUM: 38.98
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.45; BetsNumber: 150; BetsWin:4; BetsDraw: 147; CorrectResults: 58; CorrectDraws: 57; CorrectWins: 1; SUM: 40.64
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.45; BetsNumber: 159; BetsWin:4; BetsDraw: 156; CorrectResults: 59; CorrectDraws: 58; CorrectWins: 1; SUM: 36.1
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.45; BetsNumber: 167; BetsWin:4; BetsDraw: 164; CorrectResults: 61; CorrectDraws: 60; CorrectWins: 1; SUM: 39.42
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.45; BetsNumber: 172; BetsWin:4; BetsDraw: 169; CorrectResults: 62; CorrectDraws: 61; CorrectWins: 1; SUM: 37.73
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.5; BetsNumber: 142; BetsWin:4; BetsDraw: 139; CorrectResults: 55; CorrectDraws: 54; CorrectWins: 1; SUM: 38.98
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.5; BetsNumber: 150; BetsWin:4; BetsDraw: 147; CorrectResults: 58; CorrectDraws: 57; CorrectWins: 1; SUM: 40.64
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.5; BetsNumber: 159; BetsWin:4; BetsDraw: 156; CorrectResults: 59; CorrectDraws: 58; CorrectWins: 1; SUM: 36.1
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.5; BetsNumber: 167; BetsWin:4; BetsDraw: 164; CorrectResults: 61; CorrectDraws: 60; CorrectWins: 1; SUM: 39.42
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.5; BetsNumber: 172; BetsWin:4; BetsDraw: 169; CorrectResults: 62; CorrectDraws: 61; CorrectWins: 1; SUM: 37.73
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.55; BetsNumber: 141; BetsWin:2; BetsDraw: 139; CorrectResults: 54; CorrectDraws: 54; CorrectWins: 0; SUM: 36.85
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.55; BetsNumber: 149; BetsWin:2; BetsDraw: 147; CorrectResults: 57; CorrectDraws: 57; CorrectWins: 0; SUM: 38.51
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.55; BetsNumber: 158; BetsWin:2; BetsDraw: 156; CorrectResults: 58; CorrectDraws: 58; CorrectWins: 0; SUM: 33.97
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.55; BetsNumber: 166; BetsWin:2; BetsDraw: 164; CorrectResults: 60; CorrectDraws: 60; CorrectWins: 0; SUM: 37.29
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.55; BetsNumber: 171; BetsWin:2; BetsDraw: 169; CorrectResults: 61; CorrectDraws: 61; CorrectWins: 0; SUM: 35.6
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.6; BetsNumber: 141; BetsWin:2; BetsDraw: 139; CorrectResults: 54; CorrectDraws: 54; CorrectWins: 0; SUM: 36.85
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.6; BetsNumber: 149; BetsWin:2; BetsDraw: 147; CorrectResults: 57; CorrectDraws: 57; CorrectWins: 0; SUM: 38.51
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.6; BetsNumber: 158; BetsWin:2; BetsDraw: 156; CorrectResults: 58; CorrectDraws: 58; CorrectWins: 0; SUM: 33.97
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.6; BetsNumber: 166; BetsWin:2; BetsDraw: 164; CorrectResults: 60; CorrectDraws: 60; CorrectWins: 0; SUM: 37.29
Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.6; BetsNumber: 171; BetsWin:2; BetsDraw: 169; CorrectResults: 61; CorrectDraws: 61; CorrectWins: 0; SUM: 35.6
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.5; BetsNumber: 224; BetsWin:122; BetsDraw: 139; CorrectResults: 95; CorrectDraws: 54; CorrectWins: 41; SUM: 47.51
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.5; BetsNumber: 232; BetsWin:122; BetsDraw: 147; CorrectResults: 98; CorrectDraws: 57; CorrectWins: 41; SUM: 49.17
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.5; BetsNumber: 241; BetsWin:122; BetsDraw: 156; CorrectResults: 99; CorrectDraws: 58; CorrectWins: 41; SUM: 44.63
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.5; BetsNumber: 249; BetsWin:122; BetsDraw: 164; CorrectResults: 101; CorrectDraws: 60; CorrectWins: 41; SUM: 47.95
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.5; BetsNumber: 254; BetsWin:122; BetsDraw: 169; CorrectResults: 102; CorrectDraws: 61; CorrectWins: 41; SUM: 46.26
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.55; BetsNumber: 215; BetsWin:110; BetsDraw: 139; CorrectResults: 92; CorrectDraws: 54; CorrectWins: 38; SUM: 49.11
