Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.5; BetsNumber: 169; BetsWin:57; BetsDraw: 126; CorrectResults: 50; CorrectDraws: 33; CorrectWins: 17; SUM: 11.26
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.6; BetsNumber: 174; BetsWin:39; BetsDraw: 144; CorrectResults: 45; CorrectDraws: 35; CorrectWins: 10; SUM: -2.69
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.65; BetsNumber: 151; BetsWin:33; BetsDraw: 126; CorrectResults: 41; CorrectDraws: 33; CorrectWins: 8; SUM: 8.17
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.65; BetsNumber: 155; BetsWin:33; BetsDraw: 130; CorrectResults: 41; CorrectDraws: 33; CorrectWins: 8; SUM: 4.17
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.65; BetsNumber: 158; BetsWin:33; BetsDraw: 133; CorrectResults: 42; CorrectDraws: 34; CorrectWins: 8; SUM: 4.75
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.65; BetsNumber: 164; BetsWin:33; BetsDraw: 139; CorrectResults: 43; CorrectDraws: 35; CorrectWins: 8; SUM: 2.46
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.65; BetsNumber: 169; BetsWin:33; BetsDraw: 144; CorrectResults: 43; CorrectDraws: 35; CorrectWins: 8; SUM: -2.54
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.7; BetsNumber: 151; BetsWin:33; BetsDraw: 126; CorrectResults: 41; CorrectDraws: 33; CorrectWins: 8; SUM: 8.17
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.7; BetsNumber: 155; BetsWin:33; BetsDraw: 130; CorrectResults: 41; CorrectDraws: 33; CorrectWins: 8; SUM: 4.17
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.7; BetsNumber: 158; BetsWin:33; BetsDraw: 133; CorrectResults: 42; CorrectDraws: 34; CorrectWins: 8; SUM: 4.75
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.7; BetsNumber: 164; BetsWin:33; BetsDraw: 139; CorrectResults: 43; CorrectDraws: 35; CorrectWins: 8; SUM: 2.46
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.7; BetsNumber: 169; BetsWin:33; BetsDraw: 144; CorrectResults: 43; CorrectDraws: 35; CorrectWins: 8; SUM: -2.54
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.75; BetsNumber: 146; BetsWin:26; BetsDraw: 126; CorrectResults: 39; CorrectDraws: 33; CorrectWins: 6; SUM: 9.76
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.75; BetsNumber: 150; BetsWin:26; BetsDraw: 130; CorrectResults: 39; CorrectDraws: 33; CorrectWins: 6; SUM: 5.76
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.75; BetsNumber: 153; BetsWin:26; BetsDraw: 133; CorrectResults: 40; CorrectDraws: 34; CorrectWins: 6; SUM: 6.34
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.75; BetsNumber: 159; BetsWin:26; BetsDraw: 139; CorrectResults: 41; CorrectDraws: 35; CorrectWins: 6; SUM: 4.05
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.75; BetsNumber: 164; BetsWin:26; BetsDraw: 144; CorrectResults: 41; CorrectDraws: 35; CorrectWins: 6; SUM: -0.95
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.8; BetsNumber: 142; BetsWin:21; BetsDraw: 126; CorrectResults: 38; CorrectDraws: 33; CorrectWins: 5; SUM: 11.56
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.8; BetsNumber: 146; BetsWin:21; BetsDraw: 130; CorrectResults: 38; CorrectDraws: 33; CorrectWins: 5; SUM: 7.56
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.8; BetsNumber: 149; BetsWin:21; BetsDraw: 133; CorrectResults: 39; CorrectDraws: 34; CorrectWins: 5; SUM: 8.14
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.8; BetsNumber: 155; BetsWin:21; BetsDraw: 139; CorrectResults: 40; CorrectDraws: 35; CorrectWins: 5; SUM: 5.85
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.8; BetsNumber: 160; BetsWin:21; BetsDraw: 144; CorrectResults: 40; CorrectDraws: 35; CorrectWins: 5; SUM: 0.85
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.85; BetsNumber: 142; BetsWin:21; BetsDraw: 126; CorrectResults: 38; CorrectDraws: 33; CorrectWins: 5; SUM: 11.56
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.85; BetsNumber: 146; BetsWin:21; BetsDraw: 130; CorrectResults: 38; CorrectDraws: 33; CorrectWins: 5; SUM: 7.56
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.85; BetsNumber: 149; BetsWin:21; BetsDraw: 133; CorrectResults: 39; CorrectDraws: 34; CorrectWins: 5; SUM: 8.14
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.85; BetsNumber: 155; BetsWin:21; BetsDraw: 139; CorrectResults: 40; CorrectDraws: 35; CorrectWins: 5; SUM: 5.85
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.85; BetsNumber: 160; BetsWin:21; BetsDraw: 144; CorrectResults: 40; CorrectDraws: 35; CorrectWins: 5; SUM: 0.85
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.9; BetsNumber: 140; BetsWin:18; BetsDraw: 126; CorrectResults: 37; CorrectDraws: 33; CorrectWins: 4; SUM: 11.78
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.9; BetsNumber: 144; BetsWin:18; BetsDraw: 130; CorrectResults: 37; CorrectDraws: 33; CorrectWins: 4; SUM: 7.78
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.9; BetsNumber: 147; BetsWin:18; BetsDraw: 133; CorrectResults: 38; CorrectDraws: 34; CorrectWins: 4; SUM: 8.36
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.9; BetsNumber: 153; BetsWin:18; BetsDraw: 139; CorrectResults: 39; CorrectDraws: 35; CorrectWins: 4; SUM: 6.07
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.9; BetsNumber: 158; BetsWin:18; BetsDraw: 144; CorrectResults: 39; CorrectDraws: 35; CorrectWins: 4; SUM: 1.07
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.95; BetsNumber: 138; BetsWin:15; BetsDraw: 126; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 8.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 0.95; BetsNumber: 142; BetsWin:15; BetsDraw: 130; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 4.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 0.95; BetsNumber: 145; BetsWin:15; BetsDraw: 133; CorrectResults: 37; CorrectDraws: 34; CorrectWins: 3; SUM: 4.66
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 0.95; BetsNumber: 151; BetsWin:15; BetsDraw: 139; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 2.37
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.95; BetsNumber: 156; BetsWin:15; BetsDraw: 144; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: -2.63
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1; BetsNumber: 137; BetsWin:13; BetsDraw: 126; CorrectResults: 35; CorrectDraws: 33; CorrectWins: 2; SUM: 7.2
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1; BetsNumber: 141; BetsWin:13; BetsDraw: 130; CorrectResults: 35; CorrectDraws: 33; CorrectWins: 2; SUM: 3.2
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1; BetsNumber: 144; BetsWin:13; BetsDraw: 133; CorrectResults: 36; CorrectDraws: 34; CorrectWins: 2; SUM: 3.78
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1; BetsNumber: 150; BetsWin:13; BetsDraw: 139; CorrectResults: 37; CorrectDraws: 35; CorrectWins: 2; SUM: 1.49
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1; BetsNumber: 155; BetsWin:13; BetsDraw: 144; CorrectResults: 37; CorrectDraws: 35; CorrectWins: 2; SUM: -3.51
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.05; BetsNumber: 137; BetsWin:13; BetsDraw: 126; CorrectResults: 35; CorrectDraws: 33; CorrectWins: 2; SUM: 7.2
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.05; BetsNumber: 141; BetsWin:13; BetsDraw: 130; CorrectResults: 35; CorrectDraws: 33; CorrectWins: 2; SUM: 3.2
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.05; BetsNumber: 144; BetsWin:13; BetsDraw: 133; CorrectResults: 36; CorrectDraws: 34; CorrectWins: 2; SUM: 3.78
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.05; BetsNumber: 150; BetsWin:13; BetsDraw: 139; CorrectResults: 37; CorrectDraws: 35; CorrectWins: 2; SUM: 1.49
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.05; BetsNumber: 155; BetsWin:13; BetsDraw: 144; CorrectResults: 37; CorrectDraws: 35; CorrectWins: 2; SUM: -3.51
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.1; BetsNumber: 134; BetsWin:10; BetsDraw: 126; CorrectResults: 35; CorrectDraws: 33; CorrectWins: 2; SUM: 10.2
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.1; BetsNumber: 138; BetsWin:10; BetsDraw: 130; CorrectResults: 35; CorrectDraws: 33; CorrectWins: 2; SUM: 6.2
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.1; BetsNumber: 141; BetsWin:10; BetsDraw: 133; CorrectResults: 36; CorrectDraws: 34; CorrectWins: 2; SUM: 6.78
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.1; BetsNumber: 147; BetsWin:10; BetsDraw: 139; CorrectResults: 37; CorrectDraws: 35; CorrectWins: 2; SUM: 4.49
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.1; BetsNumber: 152; BetsWin:10; BetsDraw: 144; CorrectResults: 37; CorrectDraws: 35; CorrectWins: 2; SUM: -0.51
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.15; BetsNumber: 132; BetsWin:7; BetsDraw: 126; CorrectResults: 34; CorrectDraws: 33; CorrectWins: 1; SUM: 9.75
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.15; BetsNumber: 136; BetsWin:7; BetsDraw: 130; CorrectResults: 34; CorrectDraws: 33; CorrectWins: 1; SUM: 5.75
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.15; BetsNumber: 139; BetsWin:7; BetsDraw: 133; CorrectResults: 35; CorrectDraws: 34; CorrectWins: 1; SUM: 6.33
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.15; BetsNumber: 145; BetsWin:7; BetsDraw: 139; CorrectResults: 36; CorrectDraws: 35; CorrectWins: 1; SUM: 4.04
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.15; BetsNumber: 150; BetsWin:7; BetsDraw: 144; CorrectResults: 36; CorrectDraws: 35; CorrectWins: 1; SUM: -0.96
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.2; BetsNumber: 132; BetsWin:7; BetsDraw: 126; CorrectResults: 34; CorrectDraws: 33; CorrectWins: 1; SUM: 9.75
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.2; BetsNumber: 136; BetsWin:7; BetsDraw: 130; CorrectResults: 34; CorrectDraws: 33; CorrectWins: 1; SUM: 5.75
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.2; BetsNumber: 139; BetsWin:7; BetsDraw: 133; CorrectResults: 35; CorrectDraws: 34; CorrectWins: 1; SUM: 6.33
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.2; BetsNumber: 145; BetsWin:7; BetsDraw: 139; CorrectResults: 36; CorrectDraws: 35; CorrectWins: 1; SUM: 4.04
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.2; BetsNumber: 150; BetsWin:7; BetsDraw: 144; CorrectResults: 36; CorrectDraws: 35; CorrectWins: 1; SUM: -0.96
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.25; BetsNumber: 132; BetsWin:7; BetsDraw: 126; CorrectResults: 34; CorrectDraws: 33; CorrectWins: 1; SUM: 9.75
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.25; BetsNumber: 136; BetsWin:7; BetsDraw: 130; CorrectResults: 34; CorrectDraws: 33; CorrectWins: 1; SUM: 5.75
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.25; BetsNumber: 139; BetsWin:7; BetsDraw: 133; CorrectResults: 35; CorrectDraws: 34; CorrectWins: 1; SUM: 6.33
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.25; BetsNumber: 145; BetsWin:7; BetsDraw: 139; CorrectResults: 36; CorrectDraws: 35; CorrectWins: 1; SUM: 4.04
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.25; BetsNumber: 150; BetsWin:7; BetsDraw: 144; CorrectResults: 36; CorrectDraws: 35; CorrectWins: 1; SUM: -0.96
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.3; BetsNumber: 131; BetsWin:6; BetsDraw: 126; CorrectResults: 34; CorrectDraws: 33; CorrectWins: 1; SUM: 10.75
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.3; BetsNumber: 135; BetsWin:6; BetsDraw: 130; CorrectResults: 34; CorrectDraws: 33; CorrectWins: 1; SUM: 6.75
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.3; BetsNumber: 138; BetsWin:6; BetsDraw: 133; CorrectResults: 35; CorrectDraws: 34; CorrectWins: 1; SUM: 7.33
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.3; BetsNumber: 144; BetsWin:6; BetsDraw: 139; CorrectResults: 36; CorrectDraws: 35; CorrectWins: 1; SUM: 5.04
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.3; BetsNumber: 149; BetsWin:6; BetsDraw: 144; CorrectResults: 36; CorrectDraws: 35; CorrectWins: 1; SUM: 0.04
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.35; BetsNumber: 130; BetsWin:4; BetsDraw: 126; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 10.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.35; BetsNumber: 134; BetsWin:4; BetsDraw: 130; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 6.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.35; BetsNumber: 137; BetsWin:4; BetsDraw: 133; CorrectResults: 34; CorrectDraws: 34; CorrectWins: 0; SUM: 6.66
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.35; BetsNumber: 143; BetsWin:4; BetsDraw: 139; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: 4.37
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.35; BetsNumber: 148; BetsWin:4; BetsDraw: 144; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: -0.63
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.4; BetsNumber: 130; BetsWin:4; BetsDraw: 126; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 10.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.4; BetsNumber: 134; BetsWin:4; BetsDraw: 130; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 6.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.4; BetsNumber: 137; BetsWin:4; BetsDraw: 133; CorrectResults: 34; CorrectDraws: 34; CorrectWins: 0; SUM: 6.66
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.4; BetsNumber: 143; BetsWin:4; BetsDraw: 139; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: 4.37
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.4; BetsNumber: 148; BetsWin:4; BetsDraw: 144; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: -0.63
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.45; BetsNumber: 129; BetsWin:3; BetsDraw: 126; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 11.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.45; BetsNumber: 133; BetsWin:3; BetsDraw: 130; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 7.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.45; BetsNumber: 136; BetsWin:3; BetsDraw: 133; CorrectResults: 34; CorrectDraws: 34; CorrectWins: 0; SUM: 7.66
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.45; BetsNumber: 142; BetsWin:3; BetsDraw: 139; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: 5.37
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.45; BetsNumber: 147; BetsWin:3; BetsDraw: 144; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: 0.37
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.5; BetsNumber: 129; BetsWin:3; BetsDraw: 126; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 11.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.5; BetsNumber: 133; BetsWin:3; BetsDraw: 130; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 7.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.5; BetsNumber: 136; BetsWin:3; BetsDraw: 133; CorrectResults: 34; CorrectDraws: 34; CorrectWins: 0; SUM: 7.66
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.5; BetsNumber: 142; BetsWin:3; BetsDraw: 139; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: 5.37
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.5; BetsNumber: 147; BetsWin:3; BetsDraw: 144; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: 0.37
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.55; BetsNumber: 129; BetsWin:3; BetsDraw: 126; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 11.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.55; BetsNumber: 133; BetsWin:3; BetsDraw: 130; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 7.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.55; BetsNumber: 136; BetsWin:3; BetsDraw: 133; CorrectResults: 34; CorrectDraws: 34; CorrectWins: 0; SUM: 7.66
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.55; BetsNumber: 142; BetsWin:3; BetsDraw: 139; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: 5.37
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.55; BetsNumber: 147; BetsWin:3; BetsDraw: 144; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: 0.37
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.6; BetsNumber: 128; BetsWin:2; BetsDraw: 126; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 12.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.375; DiffWin: 1.6; BetsNumber: 132; BetsWin:2; BetsDraw: 130; CorrectResults: 33; CorrectDraws: 33; CorrectWins: 0; SUM: 8.08
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.4; DiffWin: 1.6; BetsNumber: 135; BetsWin:2; BetsDraw: 133; CorrectResults: 34; CorrectDraws: 34; CorrectWins: 0; SUM: 8.66
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.425; DiffWin: 1.6; BetsNumber: 141; BetsWin:2; BetsDraw: 139; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: 6.37
Liga: Bundesliga; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 1.6; BetsNumber: 146; BetsWin:2; BetsDraw: 144; CorrectResults: 35; CorrectDraws: 35; CorrectWins: 0; SUM: 1.37
Liga: Bundesliga; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.5; BetsNumber: 166; BetsWin:52; BetsDraw: 126; CorrectResults: 48; CorrectDraws: 33; CorrectWins: 15; SUM: 10.92
Liga: Bundesliga; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.5; BetsNumber: 170; BetsWin:52; BetsDraw: 130; CorrectResults: 48; CorrectDraws: 33; CorrectWins: 15; SUM: 6.92
Liga: Bundesliga; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.5; BetsNumber: 173; BetsWin:52; BetsDraw: 133; CorrectResults: 49; CorrectDraws: 34; CorrectWins: 15; SUM: 7.5
Liga: Bundesliga; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.5; BetsNumber: 179; BetsWin:52; BetsDraw: 139; CorrectResults: 50; CorrectDraws: 35; CorrectWins: 15; SUM: 5.21
Liga: Bundesliga; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.5; BetsNumber: 184; BetsWin:52; BetsDraw: 144; CorrectResults: 50; CorrectDraws: 35; CorrectWins: 15; SUM: 0.21
Liga: Bundesliga; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.55; BetsNumber: 159; BetsWin:43; BetsDraw: 126; CorrectResults: 44; CorrectDraws: 33; CorrectWins: 11; SUM: 8.9
Liga: Bundesliga; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.55; BetsNumber: 163; BetsWin:43; BetsDraw: 130; CorrectResults: 44; CorrectDraws: 33; CorrectWins: 11; SUM: 4.9
Liga: Bundesliga; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.55; BetsNumber: 166; BetsWin:43; BetsDraw: 133; CorrectResults: 45; CorrectDraws: 34; CorrectWins: 11; SUM: 5.48
Liga: Bundesliga; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.55; BetsNumber: 172; BetsWin:43; BetsDraw: 139; CorrectResults: 46; CorrectDraws: 35; CorrectWins: 11; SUM: 3.19
