Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 0.5; BetsNumber: 179; BetsWin:140; BetsDraw: 79; CorrectResults: 72; CorrectDraws: 31; CorrectWins: 41; SUM: 22.13
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 0.8; BetsNumber: 120; BetsWin:47; BetsDraw: 88; CorrectResults: 48; CorrectDraws: 33; CorrectWins: 15; SUM: 21.83
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 0.8; BetsNumber: 127; BetsWin:47; BetsDraw: 95; CorrectResults: 50; CorrectDraws: 35; CorrectWins: 15; SUM: 21.8
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 0.8; BetsNumber: 140; BetsWin:47; BetsDraw: 108; CorrectResults: 52; CorrectDraws: 37; CorrectWins: 15; SUM: 15.21
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.8; BetsNumber: 148; BetsWin:47; BetsDraw: 116; CorrectResults: 53; CorrectDraws: 38; CorrectWins: 15; SUM: 10.45
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 0.85; BetsNumber: 105; BetsWin:38; BetsDraw: 79; CorrectResults: 43; CorrectDraws: 31; CorrectWins: 12; SUM: 22.91
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 0.85; BetsNumber: 114; BetsWin:38; BetsDraw: 88; CorrectResults: 45; CorrectDraws: 33; CorrectWins: 12; SUM: 21.64
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 0.85; BetsNumber: 121; BetsWin:38; BetsDraw: 95; CorrectResults: 47; CorrectDraws: 35; CorrectWins: 12; SUM: 21.61
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 0.85; BetsNumber: 134; BetsWin:38; BetsDraw: 108; CorrectResults: 49; CorrectDraws: 37; CorrectWins: 12; SUM: 15.02
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.85; BetsNumber: 142; BetsWin:38; BetsDraw: 116; CorrectResults: 50; CorrectDraws: 38; CorrectWins: 12; SUM: 10.26
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 0.9; BetsNumber: 101; BetsWin:33; BetsDraw: 79; CorrectResults: 42; CorrectDraws: 31; CorrectWins: 11; SUM: 25.11
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 0.9; BetsNumber: 110; BetsWin:33; BetsDraw: 88; CorrectResults: 44; CorrectDraws: 33; CorrectWins: 11; SUM: 23.84
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 0.9; BetsNumber: 117; BetsWin:33; BetsDraw: 95; CorrectResults: 46; CorrectDraws: 35; CorrectWins: 11; SUM: 23.81
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 0.9; BetsNumber: 130; BetsWin:33; BetsDraw: 108; CorrectResults: 48; CorrectDraws: 37; CorrectWins: 11; SUM: 17.22
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.9; BetsNumber: 138; BetsWin:33; BetsDraw: 116; CorrectResults: 49; CorrectDraws: 38; CorrectWins: 11; SUM: 12.46
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 0.95; BetsNumber: 98; BetsWin:28; BetsDraw: 79; CorrectResults: 40; CorrectDraws: 31; CorrectWins: 9; SUM: 24.28
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 0.95; BetsNumber: 107; BetsWin:28; BetsDraw: 88; CorrectResults: 42; CorrectDraws: 33; CorrectWins: 9; SUM: 23.01
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 0.95; BetsNumber: 114; BetsWin:28; BetsDraw: 95; CorrectResults: 44; CorrectDraws: 35; CorrectWins: 9; SUM: 22.98
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 0.95; BetsNumber: 127; BetsWin:28; BetsDraw: 108; CorrectResults: 46; CorrectDraws: 37; CorrectWins: 9; SUM: 16.39
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.95; BetsNumber: 135; BetsWin:28; BetsDraw: 116; CorrectResults: 47; CorrectDraws: 38; CorrectWins: 9; SUM: 11.63
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1; BetsNumber: 97; BetsWin:27; BetsDraw: 79; CorrectResults: 40; CorrectDraws: 31; CorrectWins: 9; SUM: 25.28
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1; BetsNumber: 106; BetsWin:27; BetsDraw: 88; CorrectResults: 42; CorrectDraws: 33; CorrectWins: 9; SUM: 24.01
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1; BetsNumber: 113; BetsWin:27; BetsDraw: 95; CorrectResults: 44; CorrectDraws: 35; CorrectWins: 9; SUM: 23.98
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1; BetsNumber: 126; BetsWin:27; BetsDraw: 108; CorrectResults: 46; CorrectDraws: 37; CorrectWins: 9; SUM: 17.39
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1; BetsNumber: 134; BetsWin:27; BetsDraw: 116; CorrectResults: 47; CorrectDraws: 38; CorrectWins: 9; SUM: 12.63
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.05; BetsNumber: 94; BetsWin:23; BetsDraw: 79; CorrectResults: 39; CorrectDraws: 31; CorrectWins: 8; SUM: 26.6
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.05; BetsNumber: 103; BetsWin:23; BetsDraw: 88; CorrectResults: 41; CorrectDraws: 33; CorrectWins: 8; SUM: 25.33
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.05; BetsNumber: 110; BetsWin:23; BetsDraw: 95; CorrectResults: 43; CorrectDraws: 35; CorrectWins: 8; SUM: 25.3
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.05; BetsNumber: 123; BetsWin:23; BetsDraw: 108; CorrectResults: 45; CorrectDraws: 37; CorrectWins: 8; SUM: 18.71
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.05; BetsNumber: 131; BetsWin:23; BetsDraw: 116; CorrectResults: 46; CorrectDraws: 38; CorrectWins: 8; SUM: 13.95
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.1; BetsNumber: 92; BetsWin:21; BetsDraw: 79; CorrectResults: 39; CorrectDraws: 31; CorrectWins: 8; SUM: 28.6
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.1; BetsNumber: 101; BetsWin:21; BetsDraw: 88; CorrectResults: 41; CorrectDraws: 33; CorrectWins: 8; SUM: 27.33
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.1; BetsNumber: 108; BetsWin:21; BetsDraw: 95; CorrectResults: 43; CorrectDraws: 35; CorrectWins: 8; SUM: 27.3
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.1; BetsNumber: 121; BetsWin:21; BetsDraw: 108; CorrectResults: 45; CorrectDraws: 37; CorrectWins: 8; SUM: 20.71
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.1; BetsNumber: 129; BetsWin:21; BetsDraw: 116; CorrectResults: 46; CorrectDraws: 38; CorrectWins: 8; SUM: 15.95
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.15; BetsNumber: 91; BetsWin:19; BetsDraw: 79; CorrectResults: 38; CorrectDraws: 31; CorrectWins: 7; SUM: 27.61
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.15; BetsNumber: 100; BetsWin:19; BetsDraw: 88; CorrectResults: 40; CorrectDraws: 33; CorrectWins: 7; SUM: 26.34
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.15; BetsNumber: 107; BetsWin:19; BetsDraw: 95; CorrectResults: 42; CorrectDraws: 35; CorrectWins: 7; SUM: 26.31
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.15; BetsNumber: 120; BetsWin:19; BetsDraw: 108; CorrectResults: 44; CorrectDraws: 37; CorrectWins: 7; SUM: 19.72
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.15; BetsNumber: 128; BetsWin:19; BetsDraw: 116; CorrectResults: 45; CorrectDraws: 38; CorrectWins: 7; SUM: 14.96
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.2; BetsNumber: 90; BetsWin:17; BetsDraw: 79; CorrectResults: 37; CorrectDraws: 31; CorrectWins: 6; SUM: 26.61
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.2; BetsNumber: 99; BetsWin:17; BetsDraw: 88; CorrectResults: 39; CorrectDraws: 33; CorrectWins: 6; SUM: 25.34
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.2; BetsNumber: 106; BetsWin:17; BetsDraw: 95; CorrectResults: 41; CorrectDraws: 35; CorrectWins: 6; SUM: 25.31
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.2; BetsNumber: 119; BetsWin:17; BetsDraw: 108; CorrectResults: 43; CorrectDraws: 37; CorrectWins: 6; SUM: 18.72
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.2; BetsNumber: 127; BetsWin:17; BetsDraw: 116; CorrectResults: 44; CorrectDraws: 38; CorrectWins: 6; SUM: 13.96
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.25; BetsNumber: 88; BetsWin:14; BetsDraw: 79; CorrectResults: 36; CorrectDraws: 31; CorrectWins: 5; SUM: 26.91
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.25; BetsNumber: 97; BetsWin:14; BetsDraw: 88; CorrectResults: 38; CorrectDraws: 33; CorrectWins: 5; SUM: 25.64
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.25; BetsNumber: 104; BetsWin:14; BetsDraw: 95; CorrectResults: 40; CorrectDraws: 35; CorrectWins: 5; SUM: 25.61
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.25; BetsNumber: 117; BetsWin:14; BetsDraw: 108; CorrectResults: 42; CorrectDraws: 37; CorrectWins: 5; SUM: 19.02
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.25; BetsNumber: 125; BetsWin:14; BetsDraw: 116; CorrectResults: 43; CorrectDraws: 38; CorrectWins: 5; SUM: 14.26
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.3; BetsNumber: 87; BetsWin:12; BetsDraw: 79; CorrectResults: 35; CorrectDraws: 31; CorrectWins: 4; SUM: 25.86
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.3; BetsNumber: 96; BetsWin:12; BetsDraw: 88; CorrectResults: 37; CorrectDraws: 33; CorrectWins: 4; SUM: 24.59
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.3; BetsNumber: 103; BetsWin:12; BetsDraw: 95; CorrectResults: 39; CorrectDraws: 35; CorrectWins: 4; SUM: 24.56
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.3; BetsNumber: 116; BetsWin:12; BetsDraw: 108; CorrectResults: 41; CorrectDraws: 37; CorrectWins: 4; SUM: 17.97
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.3; BetsNumber: 124; BetsWin:12; BetsDraw: 116; CorrectResults: 42; CorrectDraws: 38; CorrectWins: 4; SUM: 13.21
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.35; BetsNumber: 85; BetsWin:9; BetsDraw: 79; CorrectResults: 34; CorrectDraws: 31; CorrectWins: 3; SUM: 25.84
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.35; BetsNumber: 94; BetsWin:9; BetsDraw: 88; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 24.57
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.35; BetsNumber: 101; BetsWin:9; BetsDraw: 95; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 24.54
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.35; BetsNumber: 114; BetsWin:9; BetsDraw: 108; CorrectResults: 40; CorrectDraws: 37; CorrectWins: 3; SUM: 17.95
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.35; BetsNumber: 122; BetsWin:9; BetsDraw: 116; CorrectResults: 41; CorrectDraws: 38; CorrectWins: 3; SUM: 13.19
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.4; BetsNumber: 85; BetsWin:9; BetsDraw: 79; CorrectResults: 34; CorrectDraws: 31; CorrectWins: 3; SUM: 25.84
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.4; BetsNumber: 94; BetsWin:9; BetsDraw: 88; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 24.57
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.4; BetsNumber: 101; BetsWin:9; BetsDraw: 95; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 24.54
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.4; BetsNumber: 114; BetsWin:9; BetsDraw: 108; CorrectResults: 40; CorrectDraws: 37; CorrectWins: 3; SUM: 17.95
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.4; BetsNumber: 122; BetsWin:9; BetsDraw: 116; CorrectResults: 41; CorrectDraws: 38; CorrectWins: 3; SUM: 13.19
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.45; BetsNumber: 85; BetsWin:9; BetsDraw: 79; CorrectResults: 34; CorrectDraws: 31; CorrectWins: 3; SUM: 25.84
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.45; BetsNumber: 94; BetsWin:9; BetsDraw: 88; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 24.57
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.45; BetsNumber: 101; BetsWin:9; BetsDraw: 95; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 24.54
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.45; BetsNumber: 114; BetsWin:9; BetsDraw: 108; CorrectResults: 40; CorrectDraws: 37; CorrectWins: 3; SUM: 17.95
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.45; BetsNumber: 122; BetsWin:9; BetsDraw: 116; CorrectResults: 41; CorrectDraws: 38; CorrectWins: 3; SUM: 13.19
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.5; BetsNumber: 85; BetsWin:9; BetsDraw: 79; CorrectResults: 34; CorrectDraws: 31; CorrectWins: 3; SUM: 25.84
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.5; BetsNumber: 94; BetsWin:9; BetsDraw: 88; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 24.57
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.5; BetsNumber: 101; BetsWin:9; BetsDraw: 95; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 24.54
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.5; BetsNumber: 114; BetsWin:9; BetsDraw: 108; CorrectResults: 40; CorrectDraws: 37; CorrectWins: 3; SUM: 17.95
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.5; BetsNumber: 122; BetsWin:9; BetsDraw: 116; CorrectResults: 41; CorrectDraws: 38; CorrectWins: 3; SUM: 13.19
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.55; BetsNumber: 84; BetsWin:8; BetsDraw: 79; CorrectResults: 34; CorrectDraws: 31; CorrectWins: 3; SUM: 26.84
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.55; BetsNumber: 93; BetsWin:8; BetsDraw: 88; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 25.57
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.55; BetsNumber: 100; BetsWin:8; BetsDraw: 95; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 25.54
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.55; BetsNumber: 113; BetsWin:8; BetsDraw: 108; CorrectResults: 40; CorrectDraws: 37; CorrectWins: 3; SUM: 18.95
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.55; BetsNumber: 121; BetsWin:8; BetsDraw: 116; CorrectResults: 41; CorrectDraws: 38; CorrectWins: 3; SUM: 14.19
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 1.6; BetsNumber: 83; BetsWin:6; BetsDraw: 79; CorrectResults: 33; CorrectDraws: 31; CorrectWins: 2; SUM: 26.1
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.275; DiffWin: 1.6; BetsNumber: 92; BetsWin:6; BetsDraw: 88; CorrectResults: 35; CorrectDraws: 33; CorrectWins: 2; SUM: 24.83
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.3; DiffWin: 1.6; BetsNumber: 99; BetsWin:6; BetsDraw: 95; CorrectResults: 37; CorrectDraws: 35; CorrectWins: 2; SUM: 24.8
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.325; DiffWin: 1.6; BetsNumber: 112; BetsWin:6; BetsDraw: 108; CorrectResults: 39; CorrectDraws: 37; CorrectWins: 2; SUM: 18.21
Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 1.6; BetsNumber: 120; BetsWin:6; BetsDraw: 116; CorrectResults: 40; CorrectDraws: 38; CorrectWins: 2; SUM: 13.45
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 0.5; BetsNumber: 172; BetsWin:129; BetsDraw: 79; CorrectResults: 68; CorrectDraws: 31; CorrectWins: 37; SUM: 22.42
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 0.5; BetsNumber: 181; BetsWin:129; BetsDraw: 88; CorrectResults: 70; CorrectDraws: 33; CorrectWins: 37; SUM: 21.15
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 0.5; BetsNumber: 188; BetsWin:129; BetsDraw: 95; CorrectResults: 72; CorrectDraws: 35; CorrectWins: 37; SUM: 21.12
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 0.5; BetsNumber: 201; BetsWin:129; BetsDraw: 108; CorrectResults: 74; CorrectDraws: 37; CorrectWins: 37; SUM: 14.53
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.5; BetsNumber: 209; BetsWin:129; BetsDraw: 116; CorrectResults: 75; CorrectDraws: 38; CorrectWins: 37; SUM: 9.77
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 0.55; BetsNumber: 161; BetsWin:114; BetsDraw: 79; CorrectResults: 63; CorrectDraws: 31; CorrectWins: 32; SUM: 13.94
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 0.55; BetsNumber: 170; BetsWin:114; BetsDraw: 88; CorrectResults: 65; CorrectDraws: 33; CorrectWins: 32; SUM: 12.67
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 0.55; BetsNumber: 177; BetsWin:114; BetsDraw: 95; CorrectResults: 67; CorrectDraws: 35; CorrectWins: 32; SUM: 12.64
